,5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,day_of_week,datetime
45,04/01/2016 3:45,9,1,100,0,04/01/2016 3:45
46,04/01/2016 3:50,17,1,100,0,04/01/2016 3:50
47,04/01/2016 3:55,16,1,100,0,04/01/2016 3:55
48,04/01/2016 4:00,11,1,100,0,04/01/2016 4:00
49,04/01/2016 4:05,15,1,100,0,04/01/2016 4:05
50,04/01/2016 4:10,19,1,100,0,04/01/2016 4:10
51,04/01/2016 4:15,15,1,100,0,04/01/2016 4:15
52,04/01/2016 4:20,20,1,100,0,04/01/2016 4:20
53,04/01/2016 4:25,26,1,100,0,04/01/2016 4:25
54,04/01/2016 4:30,24,1,100,0,04/01/2016 4:30
55,04/01/2016 4:35,27,1,100,0,04/01/2016 4:35
56,04/01/2016 4:40,40,1,100,0,04/01/2016 4:40
57,04/01/2016 4:45,50,1,100,0,04/01/2016 4:45
58,04/01/2016 4:50,52,1,100,0,04/01/2016 4:50
59,04/01/2016 4:55,51,1,100,0,04/01/2016 4:55
60,04/01/2016 5:00,47,1,100,0,04/01/2016 5:00
61,04/01/2016 5:05,51,1,100,0,04/01/2016 5:05
62,04/01/2016 5:10,67,1,100,0,04/01/2016 5:10
63,04/01/2016 5:15,72,1,100,0,04/01/2016 5:15
64,04/01/2016 5:20,63,1,100,0,04/01/2016 5:20
65,04/01/2016 5:25,68,1,100,0,04/01/2016 5:25
66,04/01/2016 5:30,93,1,100,0,04/01/2016 5:30
67,04/01/2016 5:35,93,1,100,0,04/01/2016 5:35
68,04/01/2016 5:40,98,1,100,0,04/01/2016 5:40
69,04/01/2016 5:45,95,1,100,0,04/01/2016 5:45
70,04/01/2016 5:50,92,1,100,0,04/01/2016 5:50
71,04/01/2016 5:55,98,1,100,0,04/01/2016 5:55
72,04/01/2016 6:00,114,1,100,0,04/01/2016 6:00
73,04/01/2016 6:05,98,1,100,0,04/01/2016 6:05
74,04/01/2016 6:10,129,1,100,0,04/01/2016 6:10
75,04/01/2016 6:15,125,1,100,0,04/01/2016 6:15
76,04/01/2016 6:20,141,1,100,0,04/01/2016 6:20
77,04/01/2016 6:25,123,1,100,0,04/01/2016 6:25
78,04/01/2016 6:30,146,1,100,0,04/01/2016 6:30
79,04/01/2016 6:35,139,1,100,0,04/01/2016 6:35
80,04/01/2016 6:40,146,1,100,0,04/01/2016 6:40
81,04/01/2016 6:45,146,1,100,0,04/01/2016 6:45
82,04/01/2016 6:50,134,1,100,0,04/01/2016 6:50
83,04/01/2016 6:55,134,1,100,0,04/01/2016 6:55
84,04/01/2016 7:00,147,1,100,0,04/01/2016 7:00
85,04/01/2016 7:05,138,1,100,0,04/01/2016 7:05
86,04/01/2016 7:10,144,1,100,0,04/01/2016 7:10
87,04/01/2016 7:15,131,1,100,0,04/01/2016 7:15
88,04/01/2016 7:20,118,1,100,0,04/01/2016 7:20
89,04/01/2016 7:25,104,1,100,0,04/01/2016 7:25
90,04/01/2016 7:30,110,1,100,0,04/01/2016 7:30
91,04/01/2016 7:35,98,1,100,0,04/01/2016 7:35
92,04/01/2016 7:40,83,1,100,0,04/01/2016 7:40
93,04/01/2016 7:45,79,1,100,0,04/01/2016 7:45
94,04/01/2016 7:50,77,1,100,0,04/01/2016 7:50
95,04/01/2016 7:55,77,1,100,0,04/01/2016 7:55
96,04/01/2016 8:00,87,1,100,0,04/01/2016 8:00
97,04/01/2016 8:05,91,1,100,0,04/01/2016 8:05
98,04/01/2016 8:10,92,1,100,0,04/01/2016 8:10
99,04/01/2016 8:15,79,1,100,0,04/01/2016 8:15
100,04/01/2016 8:20,86,1,100,0,04/01/2016 8:20
101,04/01/2016 8:25,93,1,100,0,04/01/2016 8:25
102,04/01/2016 8:30,94,1,100,0,04/01/2016 8:30
103,04/01/2016 8:35,101,1,100,0,04/01/2016 8:35
104,04/01/2016 8:40,90,1,100,0,04/01/2016 8:40
105,04/01/2016 8:45,83,1,100,0,04/01/2016 8:45
106,04/01/2016 8:50,80,1,100,0,04/01/2016 8:50
107,04/01/2016 8:55,85,1,100,0,04/01/2016 8:55
108,04/01/2016 9:00,86,1,100,0,04/01/2016 9:00
109,04/01/2016 9:05,79,1,100,0,04/01/2016 9:05
110,04/01/2016 9:10,87,1,100,0,04/01/2016 9:10
111,04/01/2016 9:15,104,1,100,0,04/01/2016 9:15
112,04/01/2016 9:20,94,1,100,0,04/01/2016 9:20
113,04/01/2016 9:25,136,1,100,0,04/01/2016 9:25
114,04/01/2016 9:30,126,1,100,0,04/01/2016 9:30
115,04/01/2016 9:35,123,1,100,0,04/01/2016 9:35
116,04/01/2016 9:40,112,1,100,0,04/01/2016 9:40
117,04/01/2016 9:45,104,1,100,0,04/01/2016 9:45
118,04/01/2016 9:50,94,1,100,0,04/01/2016 9:50
119,04/01/2016 9:55,118,1,100,0,04/01/2016 9:55
120,04/01/2016 10:00,87,1,100,0,04/01/2016 10:00
121,04/01/2016 10:05,101,1,100,0,04/01/2016 10:05
122,04/01/2016 10:10,104,1,100,0,04/01/2016 10:10
123,04/01/2016 10:15,97,1,100,0,04/01/2016 10:15
124,04/01/2016 10:20,103,1,100,0,04/01/2016 10:20
125,04/01/2016 10:25,87,1,100,0,04/01/2016 10:25
126,04/01/2016 10:30,102,1,100,0,04/01/2016 10:30
127,04/01/2016 10:35,99,1,100,0,04/01/2016 10:35
128,04/01/2016 10:40,94,1,100,0,04/01/2016 10:40
129,04/01/2016 10:45,86,1,100,0,04/01/2016 10:45
130,04/01/2016 10:50,96,1,100,0,04/01/2016 10:50
131,04/01/2016 10:55,88,1,100,0,04/01/2016 10:55
132,04/01/2016 11:00,83,1,100,0,04/01/2016 11:00
133,04/01/2016 11:05,87,1,100,0,04/01/2016 11:05
134,04/01/2016 11:10,94,1,100,0,04/01/2016 11:10
135,04/01/2016 11:15,94,1,100,0,04/01/2016 11:15
136,04/01/2016 11:20,86,1,100,0,04/01/2016 11:20
137,04/01/2016 11:25,112,1,100,0,04/01/2016 11:25
138,04/01/2016 11:30,102,1,100,0,04/01/2016 11:30
139,04/01/2016 11:35,70,1,100,0,04/01/2016 11:35
140,04/01/2016 11:40,97,1,100,0,04/01/2016 11:40
141,04/01/2016 11:45,80,1,100,0,04/01/2016 11:45
142,04/01/2016 11:50,80,1,100,0,04/01/2016 11:50
143,04/01/2016 11:55,89,1,100,0,04/01/2016 11:55
144,04/01/2016 12:00,93,1,100,0,04/01/2016 12:00
145,04/01/2016 12:05,81,1,100,0,04/01/2016 12:05
146,04/01/2016 12:10,88,1,100,0,04/01/2016 12:10
147,04/01/2016 12:15,81,1,100,0,04/01/2016 12:15
148,04/01/2016 12:20,92,1,100,0,04/01/2016 12:20
149,04/01/2016 12:25,87,1,100,0,04/01/2016 12:25
150,04/01/2016 12:30,83,1,100,0,04/01/2016 12:30
151,04/01/2016 12:35,98,1,100,0,04/01/2016 12:35
152,04/01/2016 12:40,98,1,100,0,04/01/2016 12:40
153,04/01/2016 12:45,89,1,100,0,04/01/2016 12:45
154,04/01/2016 12:50,93,1,100,0,04/01/2016 12:50
155,04/01/2016 12:55,85,1,100,0,04/01/2016 12:55
156,04/01/2016 13:00,99,1,100,0,04/01/2016 13:00
157,04/01/2016 13:05,67,1,100,0,04/01/2016 13:05
158,04/01/2016 13:10,89,1,100,0,04/01/2016 13:10
159,04/01/2016 13:15,63,1,100,0,04/01/2016 13:15
160,04/01/2016 13:20,88,1,100,0,04/01/2016 13:20
161,04/01/2016 13:25,89,1,100,0,04/01/2016 13:25
162,04/01/2016 13:30,80,1,100,0,04/01/2016 13:30
163,04/01/2016 13:35,79,1,100,0,04/01/2016 13:35
164,04/01/2016 13:40,98,1,100,0,04/01/2016 13:40
165,04/01/2016 13:45,102,1,100,0,04/01/2016 13:45
166,04/01/2016 13:50,83,1,100,0,04/01/2016 13:50
167,04/01/2016 13:55,88,1,100,0,04/01/2016 13:55
168,04/01/2016 14:00,102,1,100,0,04/01/2016 14:00
169,04/01/2016 14:05,93,1,100,0,04/01/2016 14:05
170,04/01/2016 14:10,78,1,100,0,04/01/2016 14:10
171,04/01/2016 14:15,87,1,100,0,04/01/2016 14:15
172,04/01/2016 14:20,93,1,100,0,04/01/2016 14:20
173,04/01/2016 14:25,80,1,100,0,04/01/2016 14:25
174,04/01/2016 14:30,67,1,100,0,04/01/2016 14:30
175,04/01/2016 14:35,86,1,100,0,04/01/2016 14:35
176,04/01/2016 14:40,107,1,100,0,04/01/2016 14:40
177,04/01/2016 14:45,100,1,100,0,04/01/2016 14:45
178,04/01/2016 14:50,76,1,100,0,04/01/2016 14:50
179,04/01/2016 14:55,104,1,100,0,04/01/2016 14:55
180,04/01/2016 15:00,95,1,100,0,04/01/2016 15:00
181,04/01/2016 15:05,82,1,100,0,04/01/2016 15:05
182,04/01/2016 15:10,88,1,100,0,04/01/2016 15:10
183,04/01/2016 15:15,90,1,100,0,04/01/2016 15:15
184,04/01/2016 15:20,100,1,100,0,04/01/2016 15:20
185,04/01/2016 15:25,92,1,100,0,04/01/2016 15:25
186,04/01/2016 15:30,99,1,100,0,04/01/2016 15:30
187,04/01/2016 15:35,102,1,100,0,04/01/2016 15:35
188,04/01/2016 15:40,98,1,100,0,04/01/2016 15:40
189,04/01/2016 15:45,86,1,100,0,04/01/2016 15:45
190,04/01/2016 15:50,99,1,100,0,04/01/2016 15:50
191,04/01/2016 15:55,85,1,100,0,04/01/2016 15:55
192,04/01/2016 16:00,102,1,100,0,04/01/2016 16:00
193,04/01/2016 16:05,72,1,100,0,04/01/2016 16:05
194,04/01/2016 16:10,105,1,100,0,04/01/2016 16:10
195,04/01/2016 16:15,97,1,100,0,04/01/2016 16:15
196,04/01/2016 16:20,91,1,100,0,04/01/2016 16:20
197,04/01/2016 16:25,80,1,100,0,04/01/2016 16:25
198,04/01/2016 16:30,83,1,100,0,04/01/2016 16:30
199,04/01/2016 16:35,77,1,100,0,04/01/2016 16:35
200,04/01/2016 16:40,100,1,100,0,04/01/2016 16:40
201,04/01/2016 16:45,82,1,100,0,04/01/2016 16:45
202,04/01/2016 16:50,93,1,100,0,04/01/2016 16:50
203,04/01/2016 16:55,78,1,100,0,04/01/2016 16:55
204,04/01/2016 17:00,87,1,100,0,04/01/2016 17:00
205,04/01/2016 17:05,85,1,100,0,04/01/2016 17:05
206,04/01/2016 17:10,79,1,100,0,04/01/2016 17:10
207,04/01/2016 17:15,105,1,100,0,04/01/2016 17:15
208,04/01/2016 17:20,103,1,100,0,04/01/2016 17:20
209,04/01/2016 17:25,90,1,100,0,04/01/2016 17:25
210,04/01/2016 17:30,82,1,100,0,04/01/2016 17:30
211,04/01/2016 17:35,100,1,100,0,04/01/2016 17:35
212,04/01/2016 17:40,92,1,100,0,04/01/2016 17:40
213,04/01/2016 17:45,80,1,100,0,04/01/2016 17:45
214,04/01/2016 17:50,83,1,100,0,04/01/2016 17:50
215,04/01/2016 17:55,77,1,100,0,04/01/2016 17:55
216,04/01/2016 18:00,73,1,100,0,04/01/2016 18:00
217,04/01/2016 18:05,67,1,100,0,04/01/2016 18:05
218,04/01/2016 18:10,76,1,100,0,04/01/2016 18:10
219,04/01/2016 18:15,76,1,100,0,04/01/2016 18:15
220,04/01/2016 18:20,68,1,100,0,04/01/2016 18:20
221,04/01/2016 18:25,72,1,100,0,04/01/2016 18:25
222,04/01/2016 18:30,72,1,100,0,04/01/2016 18:30
223,04/01/2016 18:35,60,1,100,0,04/01/2016 18:35
224,04/01/2016 18:40,69,1,100,0,04/01/2016 18:40
225,04/01/2016 18:45,75,1,100,0,04/01/2016 18:45
226,04/01/2016 18:50,60,1,100,0,04/01/2016 18:50
227,04/01/2016 18:55,61,1,100,0,04/01/2016 18:55
228,04/01/2016 19:00,69,1,100,0,04/01/2016 19:00
229,04/01/2016 19:05,58,1,100,0,04/01/2016 19:05
230,04/01/2016 19:10,63,1,100,0,04/01/2016 19:10
231,04/01/2016 19:15,71,1,100,0,04/01/2016 19:15
232,04/01/2016 19:20,64,1,100,0,04/01/2016 19:20
233,04/01/2016 19:25,58,1,100,0,04/01/2016 19:25
234,04/01/2016 19:30,53,1,100,0,04/01/2016 19:30
235,04/01/2016 19:35,59,1,100,0,04/01/2016 19:35
236,04/01/2016 19:40,69,1,100,0,04/01/2016 19:40
237,04/01/2016 19:45,54,1,100,0,04/01/2016 19:45
238,04/01/2016 19:50,60,1,100,0,04/01/2016 19:50
239,04/01/2016 19:55,51,1,100,0,04/01/2016 19:55
240,04/01/2016 20:00,40,1,100,0,04/01/2016 20:00
241,04/01/2016 20:05,58,1,100,0,04/01/2016 20:05
242,04/01/2016 20:10,48,1,100,0,04/01/2016 20:10
243,04/01/2016 20:15,41,1,100,0,04/01/2016 20:15
244,04/01/2016 20:20,50,1,100,0,04/01/2016 20:20
245,04/01/2016 20:25,47,1,100,0,04/01/2016 20:25
246,04/01/2016 20:30,43,1,100,0,04/01/2016 20:30
247,04/01/2016 20:35,42,1,100,0,04/01/2016 20:35
248,04/01/2016 20:40,42,1,100,0,04/01/2016 20:40
249,04/01/2016 20:45,54,1,100,0,04/01/2016 20:45
250,04/01/2016 20:50,38,1,100,0,04/01/2016 20:50
251,04/01/2016 20:55,42,1,100,0,04/01/2016 20:55
252,04/01/2016 21:00,41,1,100,0,04/01/2016 21:00
253,04/01/2016 21:05,49,1,100,0,04/01/2016 21:05
254,04/01/2016 21:10,46,1,100,0,04/01/2016 21:10
255,04/01/2016 21:15,34,1,100,0,04/01/2016 21:15
256,04/01/2016 21:20,38,1,100,0,04/01/2016 21:20
257,04/01/2016 21:25,41,1,100,0,04/01/2016 21:25
258,04/01/2016 21:30,41,1,100,0,04/01/2016 21:30
259,04/01/2016 21:35,48,1,100,0,04/01/2016 21:35
260,04/01/2016 21:40,30,1,100,0,04/01/2016 21:40
261,04/01/2016 21:45,33,1,100,0,04/01/2016 21:45
262,04/01/2016 21:50,40,1,100,0,04/01/2016 21:50
263,04/01/2016 21:55,24,1,100,0,04/01/2016 21:55
264,04/01/2016 22:00,34,1,100,0,04/01/2016 22:00
265,04/01/2016 22:05,24,1,100,0,04/01/2016 22:05
266,04/01/2016 22:10,33,1,100,0,04/01/2016 22:10
267,04/01/2016 22:15,32,1,100,0,04/01/2016 22:15
268,04/01/2016 22:20,23,1,100,0,04/01/2016 22:20
269,04/01/2016 22:25,24,1,100,0,04/01/2016 22:25
270,04/01/2016 22:30,24,1,100,0,04/01/2016 22:30
271,04/01/2016 22:35,26,1,100,0,04/01/2016 22:35
272,04/01/2016 22:40,19,1,100,0,04/01/2016 22:40
273,04/01/2016 22:45,16,1,100,0,04/01/2016 22:45
274,04/01/2016 22:50,14,1,100,0,04/01/2016 22:50
275,04/01/2016 22:55,21,1,100,0,04/01/2016 22:55
276,04/01/2016 23:00,16,1,100,0,04/01/2016 23:00
277,04/01/2016 23:05,11,1,100,0,04/01/2016 23:05
278,04/01/2016 23:10,19,1,100,0,04/01/2016 23:10
279,04/01/2016 23:15,22,1,100,0,04/01/2016 23:15
280,04/01/2016 23:20,16,1,100,0,04/01/2016 23:20
281,04/01/2016 23:25,16,1,100,0,04/01/2016 23:25
282,04/01/2016 23:30,17,1,100,0,04/01/2016 23:30
283,04/01/2016 23:35,23,1,100,0,04/01/2016 23:35
284,04/01/2016 23:40,10,1,100,0,04/01/2016 23:40
285,04/01/2016 23:45,20,1,100,0,04/01/2016 23:45
286,04/01/2016 23:50,20,1,100,0,04/01/2016 23:50
287,04/01/2016 23:55,11,1,100,0,04/01/2016 23:55
288,05/01/2016 0:00,12,1,100,1,05/01/2016 0:00
289,05/01/2016 0:05,14,1,100,1,05/01/2016 0:05
290,05/01/2016 0:10,9,1,100,1,05/01/2016 0:10
291,05/01/2016 0:15,6,1,100,1,05/01/2016 0:15
292,05/01/2016 0:20,9,1,100,1,05/01/2016 0:20
293,05/01/2016 0:25,9,1,100,1,05/01/2016 0:25
294,05/01/2016 0:30,12,1,100,1,05/01/2016 0:30
295,05/01/2016 0:35,10,1,100,1,05/01/2016 0:35
296,05/01/2016 0:40,6,1,100,1,05/01/2016 0:40
297,05/01/2016 0:45,6,1,100,1,05/01/2016 0:45
298,05/01/2016 0:50,12,1,100,1,05/01/2016 0:50
299,05/01/2016 0:55,2,1,100,1,05/01/2016 0:55
300,05/01/2016 1:00,11,1,100,1,05/01/2016 1:00
301,05/01/2016 1:05,5,1,100,1,05/01/2016 1:05
302,05/01/2016 1:10,9,1,100,1,05/01/2016 1:10
303,05/01/2016 1:15,8,1,100,1,05/01/2016 1:15
304,05/01/2016 1:20,8,1,100,1,05/01/2016 1:20
305,05/01/2016 1:25,2,1,100,1,05/01/2016 1:25
306,05/01/2016 1:30,9,1,100,1,05/01/2016 1:30
307,05/01/2016 1:35,7,1,100,1,05/01/2016 1:35
308,05/01/2016 1:40,1,1,100,1,05/01/2016 1:40
309,05/01/2016 1:45,5,1,100,1,05/01/2016 1:45
310,05/01/2016 1:50,5,1,100,1,05/01/2016 1:50
311,05/01/2016 1:55,8,1,100,1,05/01/2016 1:55
312,05/01/2016 2:00,3,1,100,1,05/01/2016 2:00
313,05/01/2016 2:05,4,1,100,1,05/01/2016 2:05
314,05/01/2016 2:10,5,1,100,1,05/01/2016 2:10
315,05/01/2016 2:15,3,1,100,1,05/01/2016 2:15
316,05/01/2016 2:20,6,1,100,1,05/01/2016 2:20
317,05/01/2016 2:25,7,1,100,1,05/01/2016 2:25
318,05/01/2016 2:30,3,1,100,1,05/01/2016 2:30
319,05/01/2016 2:35,8,1,100,1,05/01/2016 2:35
320,05/01/2016 2:40,3,1,100,1,05/01/2016 2:40
321,05/01/2016 2:45,3,1,100,1,05/01/2016 2:45
322,05/01/2016 2:50,3,1,100,1,05/01/2016 2:50
323,05/01/2016 2:55,2,1,100,1,05/01/2016 2:55
324,05/01/2016 3:00,4,1,100,1,05/01/2016 3:00
325,05/01/2016 3:05,2,1,100,1,05/01/2016 3:05
326,05/01/2016 3:10,4,1,100,1,05/01/2016 3:10
327,05/01/2016 3:15,7,1,100,1,05/01/2016 3:15
328,05/01/2016 3:20,8,1,100,1,05/01/2016 3:20
329,05/01/2016 3:25,6,1,100,1,05/01/2016 3:25
330,05/01/2016 3:30,6,1,100,1,05/01/2016 3:30
331,05/01/2016 3:35,8,1,100,1,05/01/2016 3:35
332,05/01/2016 3:40,8,1,100,1,05/01/2016 3:40
333,05/01/2016 3:45,12,1,100,1,05/01/2016 3:45
334,05/01/2016 3:50,6,1,100,1,05/01/2016 3:50
335,05/01/2016 3:55,7,1,100,1,05/01/2016 3:55
336,05/01/2016 4:00,12,1,100,1,05/01/2016 4:00
337,05/01/2016 4:05,11,1,100,1,05/01/2016 4:05
338,05/01/2016 4:10,10,1,100,1,05/01/2016 4:10
339,05/01/2016 4:15,19,1,100,1,05/01/2016 4:15
340,05/01/2016 4:20,17,1,100,1,05/01/2016 4:20
341,05/01/2016 4:25,16,1,100,1,05/01/2016 4:25
342,05/01/2016 4:30,18,1,100,1,05/01/2016 4:30
343,05/01/2016 4:35,24,1,100,1,05/01/2016 4:35
344,05/01/2016 4:40,33,1,100,1,05/01/2016 4:40
345,05/01/2016 4:45,45,1,100,1,05/01/2016 4:45
346,05/01/2016 4:50,44,1,100,1,05/01/2016 4:50
347,05/01/2016 4:55,40,1,100,1,05/01/2016 4:55
348,05/01/2016 5:00,53,1,100,1,05/01/2016 5:00
349,05/01/2016 5:05,44,1,100,1,05/01/2016 5:05
350,05/01/2016 5:10,54,1,100,1,05/01/2016 5:10
351,05/01/2016 5:15,67,1,100,1,05/01/2016 5:15
352,05/01/2016 5:20,60,1,100,1,05/01/2016 5:20
353,05/01/2016 5:25,69,1,100,1,05/01/2016 5:25
354,05/01/2016 5:30,75,1,100,1,05/01/2016 5:30
355,05/01/2016 5:35,73,1,100,1,05/01/2016 5:35
356,05/01/2016 5:40,106,1,100,1,05/01/2016 5:40
357,05/01/2016 5:45,101,1,100,1,05/01/2016 5:45
358,05/01/2016 5:50,94,1,100,1,05/01/2016 5:50
359,05/01/2016 5:55,90,1,100,1,05/01/2016 5:55
360,05/01/2016 6:00,108,1,100,1,05/01/2016 6:00
361,05/01/2016 6:05,106,1,100,1,05/01/2016 6:05
362,05/01/2016 6:10,120,1,100,1,05/01/2016 6:10
363,05/01/2016 6:15,126,1,100,1,05/01/2016 6:15
364,05/01/2016 6:20,127,1,100,1,05/01/2016 6:20
365,05/01/2016 6:25,163,1,100,1,05/01/2016 6:25
366,05/01/2016 6:30,128,1,100,1,05/01/2016 6:30
367,05/01/2016 6:35,154,1,100,1,05/01/2016 6:35
368,05/01/2016 6:40,157,1,100,1,05/01/2016 6:40
369,05/01/2016 6:45,171,1,100,1,05/01/2016 6:45
370,05/01/2016 6:50,152,1,100,1,05/01/2016 6:50
371,05/01/2016 6:55,150,1,100,1,05/01/2016 6:55
372,05/01/2016 7:00,148,1,100,1,05/01/2016 7:00
373,05/01/2016 7:05,147,1,100,1,05/01/2016 7:05
374,05/01/2016 7:10,148,1,100,1,05/01/2016 7:10
375,05/01/2016 7:15,136,1,100,1,05/01/2016 7:15
376,05/01/2016 7:20,136,1,100,1,05/01/2016 7:20
377,05/01/2016 7:25,96,1,100,1,05/01/2016 7:25
378,05/01/2016 7:30,114,1,100,1,05/01/2016 7:30
379,05/01/2016 7:35,103,1,100,1,05/01/2016 7:35
380,05/01/2016 7:40,77,1,100,1,05/01/2016 7:40
381,05/01/2016 7:45,82,1,100,1,05/01/2016 7:45
382,05/01/2016 7:50,63,1,100,1,05/01/2016 7:50
383,05/01/2016 7:55,74,1,100,1,05/01/2016 7:55
384,05/01/2016 8:00,85,1,100,1,05/01/2016 8:00
385,05/01/2016 8:05,91,1,100,1,05/01/2016 8:05
386,05/01/2016 8:10,73,1,100,1,05/01/2016 8:10
387,05/01/2016 8:15,80,1,100,1,05/01/2016 8:15
388,05/01/2016 8:20,70,1,100,1,05/01/2016 8:20
389,05/01/2016 8:25,69,1,100,1,05/01/2016 8:25
390,05/01/2016 8:30,69,1,100,1,05/01/2016 8:30
391,05/01/2016 8:35,63,1,100,1,05/01/2016 8:35
392,05/01/2016 8:40,77,1,100,1,05/01/2016 8:40
393,05/01/2016 8:45,59,1,100,1,05/01/2016 8:45
394,05/01/2016 8:50,65,1,100,1,05/01/2016 8:50
395,05/01/2016 8:55,63,1,100,1,05/01/2016 8:55
396,05/01/2016 9:00,56,1,100,1,05/01/2016 9:00
397,05/01/2016 9:05,57,1,100,1,05/01/2016 9:05
398,05/01/2016 9:10,66,1,100,1,05/01/2016 9:10
399,05/01/2016 9:15,73,1,100,1,05/01/2016 9:15
400,05/01/2016 9:20,63,1,100,1,05/01/2016 9:20
401,05/01/2016 9:25,70,1,100,1,05/01/2016 9:25
402,05/01/2016 9:30,80,1,100,1,05/01/2016 9:30
403,05/01/2016 9:35,79,1,100,1,05/01/2016 9:35
404,05/01/2016 9:40,90,1,100,1,05/01/2016 9:40
405,05/01/2016 9:45,87,1,100,1,05/01/2016 9:45
406,05/01/2016 9:50,83,1,100,1,05/01/2016 9:50
407,05/01/2016 9:55,59,1,100,1,05/01/2016 9:55
408,05/01/2016 10:00,78,1,100,1,05/01/2016 10:00
409,05/01/2016 10:05,63,1,100,1,05/01/2016 10:05
410,05/01/2016 10:10,71,1,100,1,05/01/2016 10:10
411,05/01/2016 10:15,73,1,100,1,05/01/2016 10:15
412,05/01/2016 10:20,76,1,100,1,05/01/2016 10:20
413,05/01/2016 10:25,90,1,100,1,05/01/2016 10:25
414,05/01/2016 10:30,70,1,100,1,05/01/2016 10:30
415,05/01/2016 10:35,83,1,100,1,05/01/2016 10:35
416,05/01/2016 10:40,74,1,100,1,05/01/2016 10:40
417,05/01/2016 10:45,87,1,100,1,05/01/2016 10:45
418,05/01/2016 10:50,75,1,100,1,05/01/2016 10:50
419,05/01/2016 10:55,85,1,100,1,05/01/2016 10:55
420,05/01/2016 11:00,80,1,100,1,05/01/2016 11:00
421,05/01/2016 11:05,69,1,100,1,05/01/2016 11:05
422,05/01/2016 11:10,72,1,100,1,05/01/2016 11:10
423,05/01/2016 11:15,75,1,100,1,05/01/2016 11:15
424,05/01/2016 11:20,77,1,100,1,05/01/2016 11:20
425,05/01/2016 11:25,72,1,100,1,05/01/2016 11:25
426,05/01/2016 11:30,64,1,100,1,05/01/2016 11:30
427,05/01/2016 11:35,90,1,100,1,05/01/2016 11:35
428,05/01/2016 11:40,89,1,100,1,05/01/2016 11:40
429,05/01/2016 11:45,53,1,100,1,05/01/2016 11:45
430,05/01/2016 11:50,46,1,100,1,05/01/2016 11:50
431,05/01/2016 11:55,47,1,100,1,05/01/2016 11:55
432,05/01/2016 12:00,41,1,100,1,05/01/2016 12:00
433,05/01/2016 12:05,83,1,100,1,05/01/2016 12:05
