DateTime,actual_temperature,actual_humidity,actual_air_density,anomaly_true,modified_temperature,modified_humidity,modified_air_density,predicted_temperature,predicted_humidity,predicted_air_density,anomaly_detected,reconstruction_error
2009-03-04 19:20:00,5.42,73.9,1203.62,0,5.42,73.9,1203.62,5.437787055969238,73.92984008789062,1203.7852783203125,0.0,3.933258483357349e-07
2009-03-04 19:30:00,5.38,74.1,1203.83,0,5.38,74.1,1203.83,5.359396457672119,74.20527648925781,1204.0770263671875,0.0,1.7165911003758083e-06
2009-03-04 19:40:00,5.29,74.5,1204.29,0,5.29,74.5,1204.29,5.322912693023682,74.36090850830078,1204.2242431640625,0.0,2.2690398964186898e-06
2009-03-04 19:50:00,5.12,75.2,1205.0,0,5.12,75.2,1205.0,5.227883815765381,74.78462219238281,1204.70654296875,0.0,2.114808557962533e-05
2009-03-04 20:00:00,5.0,75.7,1205.21,0,5.0,75.7,1205.21,5.055695533752441,75.5457992553711,1205.4925537109375,0.0,3.863016445393441e-06
2009-03-04 20:10:00,4.99,75.8,1205.15,0,4.99,75.8,1205.15,4.953864097595215,76.01461029052734,1205.694580078125,0.0,7.3515234362275805e-06
2009-03-04 20:20:00,4.92,76.2,1205.37,0,4.92,76.2,1205.37,4.953706741333008,76.02279663085938,1205.51123046875,0.0,3.618489245127421e-06
2009-03-04 20:30:00,4.89,76.5,1205.26,1,10.767014,104.90087,1249.2025,4.875083923339844,76.45465087890625,1205.77880859375,1.0,0.1057027205824852
2009-03-04 20:40:00,4.73,77.1,1205.91,0,4.73,77.1,1205.91,7.798018455505371,107.43245697021484,1242.043212890625,1.0,0.10537140816450119
2009-03-04 20:50:00,4.53,78.0,1206.72,0,4.53,78.0,1206.72,6.252309799194336,74.82149505615234,1208.049072265625,1.0,0.001827418920584023
2009-03-04 21:00:00,4.33,79.1,1207.4,0,4.33,79.1,1207.4,4.993988037109375,78.49222564697266,1210.02734375,0.0,0.00021114225091878325
2009-03-04 21:10:00,4.14,79.7,1208.2,0,4.14,79.7,1208.2,4.582108497619629,79.41597747802734,1209.183837890625,0.0,6.849985220469534e-05
2009-03-04 21:20:00,3.91,80.5,1209.17,0,3.91,80.5,1209.17,4.260577201843262,80.01554107666016,1209.3504638671875,0.0,5.692652121069841e-05
2009-03-04 21:30:00,3.78,81.5,1209.75,0,3.78,81.5,1209.75,3.9575114250183105,80.85748291015625,1210.0509033203125,0.0,5.066084486315958e-05
2009-03-04 21:40:00,3.83,81.7,1209.44,0,3.83,81.7,1209.44,3.786126136779785,81.85363006591797,1210.443359375,0.0,1.09562379293493e-05
2009-03-04 21:50:00,3.77,81.9,1209.54,0,3.77,81.9,1209.54,3.8384039402008057,81.87393188476562,1209.8233642578125,0.0,1.9716146653081523e-06
2009-03-04 22:00:00,3.7,82.4,1209.78,0,3.7,82.4,1209.78,3.766211986541748,82.06907653808594,1209.9049072265625,0.0,1.2300519301788881e-05
2009-03-04 22:10:00,3.57,82.7,1210.31,0,3.57,82.7,1210.31,3.6855740547180176,82.59237670898438,1210.1561279296875,0.0,4.950156835548114e-06
2009-03-04 22:20:00,3.4,83.3,1210.87,0,3.4,83.3,1210.87,3.5582633018493652,82.88275909423828,1210.651123046875,0.0,2.4608058083686046e-05
2009-03-04 22:30:00,3.2,83.9,1211.55,0,3.2,83.9,1211.55,3.3871822357177734,83.5369644165039,1211.2991943359375,0.0,2.3173422960098833e-05
2009-03-04 22:40:00,2.88,84.7,1212.81,0,2.88,84.7,1212.81,3.191250801086426,84.15731048583984,1212.0040283203125,0.0,6.0866077546961606e-05
2009-03-04 22:50:00,2.48,86.1,1214.46,0,2.48,86.1,1214.46,2.8673417568206787,85.03652954101562,1213.353515625,0.0,0.00016376991698052734
2009-03-04 23:00:00,2.36,87.4,1214.81,0,2.36,87.4,1214.81,2.4546399116516113,86.568359375,1215.1544189453125,0.0,7.280307909240946e-05
2009-03-04 23:10:00,2.18,87.3,1215.49,0,2.18,87.3,1215.49,2.3445069789886475,87.78578186035156,1215.3984375,0.0,3.104863208136521e-05
2009-03-04 23:20:00,2.06,87.8,1215.89,0,2.06,87.8,1215.89,2.195338487625122,87.49727630615234,1215.8330078125,0.0,1.416062605130719e-05
2009-03-04 23:30:00,1.85,88.6,1216.7,0,1.85,88.6,1216.7,2.0718274116516113,88.01801300048828,1216.3140869140625,0.0,4.845194052904844e-05
2009-03-04 23:40:00,1.7,89.2,1217.28,0,1.7,89.2,1217.28,1.8522156476974487,88.87259674072266,1217.1939697265625,0.0,1.7062047845683992e-05
2009-03-04 23:50:00,1.42,89.5,1218.42,0,1.42,89.5,1218.42,1.7103861570358276,89.42833709716797,1217.7122802734375,0.0,2.724108890106436e-05
2009-03-05 00:00:00,1.24,90.5,1219.07,0,1.24,90.5,1219.07,1.4395097494125366,89.72543334960938,1218.8570556640625,0.0,7.13185072527267e-05
2009-03-05 00:10:00,1.18,91.0,1219.22,0,1.18,91.0,1219.22,1.2523704767227173,90.78771209716797,1219.613525390625,0.0,7.176502094807802e-06
2009-03-05 00:20:00,1.14,91.3,1219.34,0,1.14,91.3,1219.34,1.2039365768432617,91.17926025390625,1219.6195068359375,0.0,3.1913477869238704e-06
2009-03-05 00:30:00,1.08,91.6,1219.41,0,1.08,91.6,1219.41,1.1651607751846313,91.4222412109375,1219.6781005859375,0.0,5.701178906747373e-06
2009-03-05 00:40:00,0.98,91.5,1219.8,0,0.98,91.5,1219.8,1.1093268394470215,91.70386505126953,1219.761474609375,0.0,8.689434253028594e-06
2009-03-05 00:50:00,0.93,91.9,1219.84,0,0.93,91.9,1219.84,1.0210037231445312,91.54866790771484,1220.0823974609375,0.0,1.5094251466507558e-05
2009-03-05 01:00:00,0.81,92.2,1220.27,0,0.81,92.2,1220.27,0.9671723246574402,91.9886703491211,1220.2100830078125,0.0,1.1165826435899362e-05
2009-03-05 01:10:00,0.73,92.6,1220.54,0,0.73,92.6,1220.54,0.8451751470565796,92.2984848022461,1220.6424560546875,0.0,1.2784089449269231e-05
2009-03-05 01:20:00,0.73,92.6,1220.5,0,0.73,92.6,1220.5,0.7648726105690002,92.70246887207031,1220.920654296875,0.0,2.7998419227515114e-06
2009-03-05 01:30:00,0.67,92.9,1220.63,0,0.67,92.9,1220.63,0.7760385870933533,92.6169204711914,1220.7706298828125,0.0,1.1232453289267141e-05
2009-03-05 01:40:00,0.59,93.0,1220.85,0,0.59,93.0,1220.85,0.7079399228096008,92.96281433105469,1220.984619140625,0.0,4.030470790894469e-06
2009-03-05 01:50:00,0.45,93.1,1221.44,0,0.45,93.1,1221.44,0.6356433033943176,93.04090881347656,1221.1822509765625,0.0,1.0165241292270366e-05
2009-03-05 02:00:00,0.2,93.2,1222.41,0,0.2,93.2,1222.41,0.49591273069381714,93.16204833984375,1221.7958984375,0.0,2.675104587979149e-05
2009-03-05 02:10:00,-0.04,93.7,1223.44,0,-0.04,93.7,1223.44,0.2535078823566437,93.3053970336914,1222.83642578125,0.0,4.1754450649023056e-05
2009-03-05 02:20:00,-0.1,94.3,1223.52,0,-0.1,94.3,1223.52,0.009144543670117855,93.87448120117188,1223.9473876953125,0.0,2.2851390895084478e-05
2009-03-05 02:30:00,-0.09,94.7,1223.29,0,-0.09,94.7,1223.29,-0.046456631273031235,94.4425048828125,1223.9984130859375,0.0,1.1187757081643213e-05
2009-03-05 02:40:00,-0.23,94.3,1224.02,0,-0.23,94.3,1224.02,-0.03810890391469002,94.78501892089844,1223.7015380859375,0.0,3.434844620642252e-05
2009-03-05 02:50:00,-0.56,94.4,1225.36,0,-0.56,94.4,1225.36,-0.1686592698097229,94.30723571777344,1224.302490234375,0.0,5.1073438953608274e-05
2009-03-05 03:00:00,-0.77,94.7,1226.17,0,-0.77,94.7,1226.17,-0.4964683949947357,94.52751922607422,1225.8411865234375,0.0,2.400494850007817e-05
2009-03-05 03:10:00,-0.81,95.4,1226.1,0,-0.81,95.4,1226.1,-0.6950964331626892,94.8363265991211,1226.6690673828125,0.0,3.8051410228945315e-05
2009-03-05 03:20:00,-0.62,95.8,1225.07,0,-0.62,95.8,1225.07,-0.741538405418396,95.54427337646484,1226.62353515625,0.0,2.988700543937739e-05
2009-03-05 03:30:00,-0.37,96.2,1223.66,0,-0.37,96.2,1223.66,-0.5532124042510986,95.81803131103516,1225.424072265625,0.0,4.862603600486182e-05
2009-03-05 03:40:00,-0.53,95.8,1224.39,0,-0.53,95.8,1224.39,-0.31589460372924805,96.16011810302734,1223.9722900390625,0.0,2.6764246285893023e-05
2009-03-05 03:50:00,-0.82,95.8,1225.69,0,-0.82,95.8,1225.69,-0.47639065980911255,95.75958251953125,1224.6734619140625,0.0,4.0243474359158427e-05
2009-03-05 04:00:00,-0.99,95.7,1226.45,0,-0.99,95.7,1226.45,-0.7574349641799927,95.86192321777344,1226.1278076171875,0.0,1.803152190404944e-05
2009-03-05 04:10:00,-0.93,96.2,1226.08,0,-0.93,96.2,1226.08,-0.906507134437561,95.73300170898438,1226.8564453125,0.0,2.6876716219703667e-05
2009-03-05 04:20:00,-0.83,96.4,1225.69,0,-0.83,96.4,1225.69,-0.8550221920013428,96.24327087402344,1226.5150146484375,0.0,8.089949005807284e-06
2009-03-05 04:30:00,-1.13,95.9,1227.23,0,-1.13,95.9,1227.23,-0.7654471397399902,96.38004302978516,1226.0087890625,0.0,7.088002894306555e-05
2009-03-05 04:40:00,-1.33,96.1,1228.06,0,-1.33,96.1,1228.06,-1.0621699094772339,95.90457916259766,1227.552734375,0.0,2.5216560970875435e-05
2009-03-05 04:50:00,-1.36,96.4,1228.2,0,-1.36,96.4,1228.2,-1.249510407447815,96.17845916748047,1228.523681640625,0.0,9.05575871001929e-06
2009-03-05 05:00:00,-1.25,96.7,1227.53,0,-1.25,96.7,1227.53,-1.2788374423980713,96.452880859375,1228.619384765625,0.0,1.5865633031353354e-05
2009-03-05 05:10:00,-1.42,96.6,1228.3,0,-1.42,96.6,1228.3,-1.170491099357605,96.70120239257812,1227.8995361328125,0.0,1.9081418940913863e-05
2009-03-05 05:20:00,-1.39,97.0,1228.14,0,-1.39,97.0,1228.14,-1.3477455377578735,96.62535095214844,1228.6815185546875,0.0,1.692318073764909e-05
2009-03-05 05:30:00,-1.42,96.8,1228.31,0,-1.42,96.8,1228.31,-1.316340446472168,97.02972412109375,1228.5404052734375,0.0,8.617241292085964e-06
2009-03-05 05:40:00,-1.57,96.8,1228.93,0,-1.57,96.8,1228.93,-1.3398234844207764,96.76435852050781,1228.6148681640625,0.0,1.5192959835985675e-05
2009-03-05 05:50:00,-1.7,96.8,1229.45,0,-1.7,96.8,1229.45,-1.4898120164871216,96.82283782958984,1229.3326416015625,0.0,1.2061426787113305e-05
2009-03-05 06:00:00,-1.81,96.9,1229.97,0,-1.81,96.9,1229.97,-1.6103476285934448,96.82537841796875,1229.86376953125,0.0,1.1385192010493483e-05
2009-03-05 06:10:00,-1.73,97.1,1229.43,0,-1.73,97.1,1229.43,-1.7216212749481201,96.93959045410156,1230.392822265625,0.0,1.00305478554219e-05
2009-03-05 06:20:00,-1.7,97.1,1229.22,0,-1.7,97.1,1229.22,-1.6359423398971558,97.09144592285156,1229.8114013671875,0.0,3.915743036486674e-06
2009-03-05 06:30:00,-1.6,97.3,1228.56,0,-1.6,97.3,1228.56,-1.612954020500183,97.0682601928711,1229.5616455078125,0.0,1.3476310414262116e-05
2009-03-05 06:40:00,-1.41,97.4,1227.62,0,-1.41,97.4,1227.62,-1.5148656368255615,97.26028442382812,1228.9139404296875,0.0,1.8340564565733075e-05
2009-03-05 06:50:00,-1.48,97.1,1227.84,0,-1.48,97.1,1227.84,-1.3300645351409912,97.30647277832031,1227.8975830078125,0.0,1.0361313798057381e-05
2009-03-05 07:00:00,-1.61,97.2,1228.33,0,-1.61,97.2,1228.33,-1.3998490571975708,97.02275848388672,1228.142333984375,0.0,1.533040813228581e-05
2009-03-05 07:10:00,-1.67,97.3,1228.66,0,-1.67,97.3,1228.66,-1.5286821126937866,97.20285034179688,1228.7518310546875,0.0,6.393801868398441e-06
2009-03-05 07:20:00,-1.71,97.4,1228.76,0,-1.71,97.4,1228.76,-1.5859838724136353,97.29865264892578,1229.0565185546875,0.0,5.878047886653803e-06
2009-03-05 07:30:00,-1.7,97.5,1228.65,0,-1.7,97.5,1228.65,-1.6233714818954468,97.39774322509766,1229.167236328125,0.0,4.774854915012838e-06
2009-03-05 07:40:00,-1.64,97.5,1228.36,0,-1.64,97.5,1228.36,-1.6133167743682861,97.48149108886719,1229.0390625,0.0,3.921995357814012e-06
2009-03-05 07:50:00,-1.61,97.5,1228.41,0,-1.61,97.5,1228.41,-1.5537337064743042,97.44535064697266,1228.6988525390625,0.0,1.8208380652140477e-06
2009-03-05 08:00:00,-1.54,97.5,1228.22,0,-1.54,97.5,1228.22,-1.533664345741272,97.44498443603516,1228.7198486328125,0.0,2.316726067874697e-06
2009-03-05 08:10:00,-1.58,97.6,1228.51,0,-1.58,97.6,1228.51,-1.4635505676269531,97.42538452148438,1228.5009765625,0.0,6.713908533129143e-06
2009-03-05 08:20:00,-1.53,97.6,1228.29,0,-1.53,97.6,1228.29,-1.5108249187469482,97.57135772705078,1228.8482666015625,0.0,2.678489181562327e-06
2009-03-05 08:30:00,-1.45,97.7,1227.85,0,-1.45,97.7,1227.85,-1.4504365921020508,97.5346908569336,1228.5953369140625,0.0,7.194936188170686e-06
2009-03-05 08:40:00,-1.45,97.7,1227.81,0,-1.45,97.7,1227.81,-1.372199535369873,97.63431549072266,1228.176513671875,0.0,3.1392798973683966e-06
2009-03-05 08:50:00,-1.38,97.6,1227.39,0,-1.38,97.6,1227.39,-1.374283790588379,97.64305877685547,1228.1500244140625,0.0,4.824298684980022e-06
2009-03-05 09:00:00,-1.32,97.8,1226.7,0,-1.32,97.8,1226.7,-1.2952121496200562,97.50650787353516,1227.700927734375,0.0,1.6843468984006904e-05
2009-03-05 09:10:00,-1.06,97.7,1225.36,0,-1.06,97.7,1225.36,-1.2358386516571045,97.7435073852539,1227.116943359375,0.0,3.32547388097737e-05
2009-03-05 09:20:00,-0.85,97.6,1224.38,0,-0.85,97.6,1224.38,-0.9719595313072205,97.53414154052734,1225.62841796875,0.0,1.6931724530877545e-05
2009-03-05 09:30:00,-0.67,97.6,1223.51,0,-0.67,97.6,1223.51,-0.7782424092292786,97.42500305175781,1224.6263427734375,0.0,1.6215793948504142e-05
2009-03-05 09:40:00,-0.48,97.5,1222.73,0,-0.48,97.5,1222.73,-0.6064776182174683,97.43218994140625,1223.7698974609375,0.0,1.343595522484975e-05
2009-03-05 09:50:00,-0.25,97.7,1221.58,0,-0.25,97.7,1221.58,-0.4212550222873688,97.31014251708984,1222.948486328125,0.0,3.816772732534446e-05
2009-03-05 10:00:00,0.02,97.5,1220.26,0,0.02,97.5,1220.26,-0.1993996948003769,97.529296875,1221.85986328125,0.0,3.3560212614247575e-05
2009-03-05 10:10:00,0.18,97.4,1219.62,0,0.18,97.4,1219.62,0.0754566416144371,97.25393676757812,1220.4603271484375,0.0,1.07439118437469e-05
2009-03-05 10:20:00,0.29,97.4,1219.12,0,0.29,97.4,1219.12,0.22085928916931152,97.19097900390625,1219.86328125,0.0,1.0101285624841694e-05
2009-03-05 10:30:00,0.29,97.4,1219.26,0,0.29,97.4,1219.26,0.3292098641395569,97.22056579589844,1219.4171142578125,0.0,3.844284492515726e-06
2009-03-05 10:40:00,0.3,97.6,1219.46,0,0.3,97.6,1219.46,0.32395923137664795,97.26893615722656,1219.6026611328125,0.0,1.1321942110953387e-05
2009-03-05 10:50:00,0.47,97.4,1218.84,0,0.47,97.4,1218.84,0.3286353051662445,97.5089111328125,1219.8385009765625,0.0,1.4564455341314897e-05
2009-03-05 11:00:00,0.8,97.7,1217.1,0,0.8,97.7,1217.1,0.5144115090370178,97.20637512207031,1219.09912109375,0.0,7.845822256058455e-05
2009-03-05 11:10:00,1.37,97.7,1214.32,0,1.37,97.7,1214.32,0.8358020782470703,97.49864959716797,1217.44580078125,0.0,0.00015922806051094085
2009-03-05 11:20:00,1.5,97.4,1213.71,0,1.5,97.4,1213.71,1.4018746614456177,97.34175109863281,1214.525634765625,0.0,8.265208634838928e-06
2009-03-05 11:30:00,1.61,97.3,1212.91,0,1.61,97.3,1212.91,1.507411241531372,97.1122055053711,1213.9925537109375,0.0,1.5766951037221588e-05
2009-03-05 11:40:00,1.75,97.6,1212.15,0,1.75,97.6,1212.15,1.6311110258102417,97.04582977294922,1213.3057861328125,0.0,4.5345212129177526e-05
2009-03-05 11:50:00,2.04,97.4,1210.86,0,2.04,97.4,1210.86,1.75807785987854,97.40345764160156,1212.6475830078125,0.0,4.701766374637373e-05
2009-03-05 12:00:00,2.18,96.9,1210.19,0,2.18,96.9,1210.19,2.0561110973358154,97.08352661132812,1211.209228515625,0.0,1.5840059859328903e-05
2009-03-05 12:10:00,2.33,97.0,1209.48,0,2.33,97.0,1209.48,2.19584584236145,96.57378387451172,1210.5404052734375,0.0,3.209736314602196e-05
2009-03-05 12:20:00,2.57,96.7,1208.43,0,2.57,96.7,1208.43,2.3315670490264893,96.74498748779297,1209.9560546875,0.0,3.417517655179836e-05
2009-03-05 12:30:00,2.78,96.4,1207.45,0,2.78,96.4,1207.45,2.579073667526245,96.35835266113281,1208.797607421875,0.0,2.5603410904295743e-05
2009-03-05 12:40:00,2.9,96.3,1206.92,0,2.9,96.3,1206.92,2.783348798751831,96.05484771728516,1207.841552734375,0.0,1.650524245633278e-05
2009-03-05 12:50:00,3.06,95.8,1206.15,0,3.06,95.8,1206.15,2.891456127166748,96.00709533691406,1207.385009765625,0.0,2.4179089450626634e-05
2009-03-05 13:00:00,3.14,95.7,1205.98,0,3.14,95.7,1205.98,3.067265748977661,95.44075775146484,1206.5411376953125,0.0,1.0695558557927143e-05
2009-03-05 13:10:00,3.12,95.6,1206.24,1,-2.7860188,67.17614,1162.2896,3.125859260559082,95.4243392944336,1206.4556884765625,1.0,0.10516002029180527
2009-03-05 13:20:00,3.18,95.5,1205.79,0,3.18,95.5,1205.79,-0.06912612169981003,65.92475128173828,1171.3199462890625,1.0,0.1001841351389885
2009-03-05 13:30:00,3.39,95.4,1204.98,0,3.39,95.4,1204.98,1.6672866344451904,97.09563446044922,1204.054443359375,1.0,0.0010948359267786145
2009-03-05 13:40:00,3.73,94.8,1203.13,0,3.73,94.8,1203.13,2.840589761734009,94.94542694091797,1202.600830078125,0.0,0.00021742237731814384
2009-03-05 13:50:00,3.73,94.3,1202.89,0,3.73,94.3,1202.89,3.431678295135498,94.41854858398438,1202.224609375,0.0,2.8929896870977245e-05
2009-03-05 14:00:00,3.88,94.0,1202.26,0,3.88,94.0,1202.26,3.5617778301239014,93.98872375488281,1202.685546875,0.0,2.873735320463311e-05
2009-03-05 14:10:00,3.87,93.7,1202.68,0,3.87,93.7,1202.68,3.786480665206909,93.66699981689453,1202.3482666015625,0.0,2.8705519525829004e-06
2009-03-05 14:20:00,4.03,93.2,1201.84,0,4.03,93.2,1201.84,3.7982358932495117,93.42887115478516,1202.935791015625,0.0,2.934944313892629e-05
2009-03-05 14:30:00,4.31,92.5,1200.27,0,4.31,92.5,1200.27,4.004968166351318,92.84634399414062,1202.1434326171875,0.0,6.522963667521253e-05
2009-03-05 14:40:00,4.57,91.5,1198.96,0,4.57,91.5,1198.96,4.3062663078308105,92.06314086914062,1200.5877685546875,0.0,7.180857210187241e-05
2009-03-05 14:50:00,4.75,90.6,1198.2,0,4.75,90.6,1198.2,4.571950912475586,91.00520324707031,1199.2261962890625,0.0,3.346404628246091e-05
2009-03-05 15:00:00,4.81,90.4,1197.75,0,4.81,90.4,1197.75,4.743837356567383,90.1328353881836,1198.480224609375,0.0,1.2618264008779079e-05
2009-03-05 15:10:00,4.89,90.9,1197.4,0,4.89,90.9,1197.4,4.785938739776611,90.07733154296875,1198.2393798828125,0.0,7.651144551346079e-05
2009-03-05 15:20:00,4.94,91.4,1197.28,0,4.94,91.4,1197.28,4.836019039154053,90.69917297363281,1198.030517578125,0.0,5.673881605616771e-05
2009-03-05 15:30:00,4.97,91.5,1197.32,0,4.97,91.5,1197.32,4.869342803955078,91.24102783203125,1197.9312744140625,0.0,1.2458110177249182e-05
2009-03-05 15:40:00,4.94,91.9,1197.35,0,4.94,91.9,1197.35,4.902815341949463,91.31101989746094,1197.906494140625,0.0,3.768421447603032e-05
2009-03-05 15:50:00,5.02,92.2,1196.95,0,5.02,92.2,1196.95,4.868876934051514,91.77568054199219,1198.078369140625,0.0,3.4430213418090716e-05
2009-03-05 16:00:00,5.1,91.8,1196.58,0,5.1,91.8,1196.58,4.953996181488037,92.0277099609375,1197.6533203125,0.0,2.0179315470159054e-05
2009-03-05 16:10:00,5.1,91.6,1196.52,0,5.1,91.6,1196.52,5.0524115562438965,91.52050018310547,1197.1495361328125,0.0,4.4198827708896715e-06
2009-03-05 16:20:00,5.04,91.9,1196.79,0,5.04,91.9,1196.79,5.0503926277160645,91.35802459716797,1197.1640625,0.0,3.064144038944505e-05
2009-03-05 16:30:00,5.1,92.1,1196.52,0,5.1,92.1,1196.52,4.976818561553955,91.74982452392578,1197.5533447265625,0.0,2.4956198103609495e-05
2009-03-05 16:40:00,5.04,92.4,1196.85,0,5.04,92.4,1196.85,5.041470050811768,91.90558624267578,1197.23779296875,0.0,2.574905192886945e-05
2009-03-05 16:50:00,4.96,92.9,1197.28,0,4.96,92.9,1197.28,4.967948913574219,92.26361846923828,1197.6265869140625,0.0,4.1640018025645986e-05
2009-03-05 17:00:00,4.91,93.4,1197.45,0,4.91,93.4,1197.45,4.882448196411133,92.80704498291016,1198.112060546875,0.0,3.901790114468895e-05
2009-03-05 17:10:00,5.01,93.6,1196.87,0,5.01,93.6,1196.87,4.835590839385986,93.30523681640625,1198.3114013671875,0.0,3.356516026542522e-05
2009-03-05 17:20:00,5.02,93.2,1196.85,0,5.02,93.2,1196.85,4.948271751403809,93.40398406982422,1197.6605224609375,0.0,1.0826780453498941e-05
2009-03-05 17:30:00,4.99,93.5,1196.93,0,4.99,93.5,1196.93,4.969322204589844,92.93184661865234,1197.5260009765625,0.0,3.537059455993585e-05
2009-03-05 17:40:00,5.03,93.6,1196.77,0,5.03,93.6,1196.77,4.92404842376709,93.32557678222656,1197.769287109375,0.0,1.858625364548061e-05
2009-03-05 17:50:00,5.07,93.7,1196.69,0,5.07,93.7,1196.69,4.970402240753174,93.37492370605469,1197.54248046875,0.0,1.910582977870945e-05
